Abstract,Title
"SMARTMANUFACTURING AND INDUSTRYFOURTH ARE BRINGING DISRUPTIVE CHANGES TO THE MANUFACTURING SECTOR. SMARTMANUFACTURING INCREASES PRODUCTIVITY, CREATES SAFER CONDITIONS FOR WORKERS, AND SIMPLIFIES PRODUCT CUSTOMIZATION, ALL WHILE DECREASING BUSINESS EXPENSES [2]. TO THIS END, WE HAVE CREATED A FLEXIBLE THREE-COMPONENT ARCHITECTURE FOR REMOTE MACHINE MANAGEMENT, USING IT TO BUILD A DIGITALTWIN PROTOTYPE OF A CREALITY ENDER-3 PRO 3D PRINTER LOCATED ON THE UNIVERSITY AT BUFFALO CAMPUS. THIS TWIN PROVIDES USERS WITH THE ABILITY TO MONITOR AND CONTROL THE MACHINE FROM ANYWHERE IN THE WORLD THROUGH A WEB INTERFACE. OUR SYSTEM IMPROVES UPON EXISTING TECHNOLOGIES, SUCH AS OCTOPRINT [1], THROUGH THE ADDITION OF TWIN VIEWS. IT ALSO RELIES UPON CHEAPER COMPONENTS, USING THE ARDUINO AND ESP32 RATHER THAN THE RASPBERRY PI. FINALLY, EXISTING TECHNOLOGIES TEND TO FOCUS ON ONE SPECIFIC TYPE OF MACHINE. IN CONTRAST, OUR FRAMEWORK IS FLEXIBLE, CAPABLE OF SUPPORTING MANY DIFFERENT MACHINES. © 2022 OWNER/AUTHOR.",A CAMPUS PROTOTYPE OF INTERACTIVE DIGITALTWIN IN CYBER MANUFACTURING
"CURRENT ALGORITHMS, COMPUTATIONS, AND SOLUTIONS THAT PREDICT HOW HUMANS WILL ENGAGE IN SMARTMANUFACTURING ARE INSUFFICIENT FOR REAL-TIME ACTIVITIES. IN THIS PAPER, A DIGITALTWIN IMPLEMENTATION OF A MANUAL, MANUFACTURING PROCESS IS PRESENTED. THIS WORK (1) COMBINES SIMULATION WITH DATA FROM THE PHYSICAL WORLD AND (2) USES REINFORCEMENT LEARNING TO IMPROVE DECISION MAKING ON THE SHOP FLOOR. AN ADAPTIVE SIMULATION-BASED, DIGITALTWIN IS DEVELOPED FOR A REAL MANUFACTURING CASE. THE DIGITALTWIN DEMONSTRATES THE IMPROVEMENT IN PREDICTING OVERALL PRODUCTION OUTPUT AND SOLUTIONS TO EXISTING PROBLEMS. © 2020 IEEE.",A CASE STUDY OF DIGITALTWIN FOR A MANUFACTURING PROCESS INVOLVING HUMAN INTERACTIONS
"IN THE FIELD OF INDUSTRIAL ENGINEERING THE KNOWLEDGE PRODUCED BY NEWLY OBTAINED DATA IS DRIVING BUSINESS FORWARD. AUTOMATING THE PROCESS OF CAPTURING DATA FROM INDUSTRIAL MACHINES, ANALYZING IT AND USING THE KNOWLEDGE GAINED TO MAKE BETTER DECISIONS FOR THE MACHINES IS THE CRUX OF THE DIGITALTWIN. SENSOR TECHNOLOGY, INTERNET OF THINGS PLATFORMS, INFORMATION AND COMMUNICATION TECHNOLOGY AND SMART ANALYTICS ALLOW THE DIGITALTWIN TO TRANSFORM A PHYSICAL ASSET INTO A CONNECTED SMART ITEM THAT IS NOW PART OF A CYBER PHYSICAL SYSTEM AND THAT IS FAR MORE VALUABLE THAN WHEN IT EXISTED IN ISOLATION. THE DIGITALTWIN CAN BE ADOPTED BY THE MAINTENANCE ENGINEERING INDUSTRY TO AID IN THE PREDICTION OF ISSUES BEFORE THEY OCCUR THUS CREATING VALUE FOR THE BUSINESS. IN THIS PAPER THE AUTHORS LOOK TO INTRODUCE A MAINTENANCE DIGITALTWIN TO A LARGE-SCALE MANUFACTURING FACILITY. ISSUES THAT HAMPER SUCH WORK ARE DISCOVERED AND CATEGORIZED TO HIGHLIGHT THE DIFFICULTY OF THE PRACTICAL INSTALLATION OF THIS CONCEPT. TO AID IN THE INSTALLATION PROCESS A DIGITALTWIN FRAMEWORK IS PRESENTED THAT SIMPLIFIES THE DIGITALTWIN DEVELOPMENT PROCESS INTO STEPS THAT CAN BE COMPLETED INDEPENDENTLY. WITH THE FRAMEWORK IN PLACE THE AUTHORS COMMENCE THE TASK OF COMPLETING THESE STEPS. © 2020 THE AUTHORS. PUBLISHED BY ELSEVIER LTD. THIS IS AN OPEN ACCESS ARTICLE UNDER THE CC BY-NC-ND LICENSE (HTTPS://CREATIVECOMMONS.ORG/LICENSES/BY-NC-ND/4.0/) PEER-REVIEW UNDER RESPONSIBILITY OF THE SCIENTIFIC COMMITTEE OF THE FAIM 2021.",A CASESTUDY IN THE INTRODUCTION OF A DIGITALTWIN IN A LARGESCALE SMARTMANUFACTURING FACILITY
"THE INCREASING DIFFUSION OF DIGITALIZATION IN INDUSTRY AND SOCIETY IS FORCING THE ADOPTING OF TOOLS BASED ON NEW ENABLING TECHNOLOGIES. THIS PHENOMENON IS CLEARLY OBSERVABLE IN THE MANUFACTURING SECTOR, WHERE, DUE TO THE DIFFUSION OF INDUSTRYFOURTH PARADIGM, PHYSICAL PROCESSES ARE INTEGRATING EFFECTIVELY WITH DIGITAL ONES. ONE RECENT INNOVATIVE TECHNOLOGY IS THE DIGITALTWIN (DT), WHERE DIGITAL MODELS AND PHYSICAL ONES COMMUNICATE – BY SHARING DATA AS WELL AS INFORMATION – USUALLY IN A BIDIRECTIONAL WAY. AS RECENT STUDIES HAVE ANALYZED THE CURRENT LEVEL OF ADOPTION OF DT TECHNOLOGIES IN THE MANUFACTURING SECTOR, LESS EFFORT HAS BEEN FOCUSED ON EVALUATING APPLICATIONS IN THE SAFETY DOMAIN. THEORETICALLY, THE DT INHERENT CAPABILITY OF ACQUIRING DATA FROM THE PHYSICAL WORLD - USUALLY DEVELOPED IN REAL TIME – TOGETHER WITH THE POTENTIALITY OF RELIABLE DATA PROCESSING COULD SUPPORT A MORE EFFECTIVE DIFFUSION OF DYNAMIC RISK ASSESSMENT MODELS AS WELL AS REAL TIME ALERT MANAGEMENT SYSTEMS FOR IMPROVING SAFETY. OTHERWISE, THE ACTUAL CAPABILITY OF REAL APPLICATIONS HIGHLY DEPENDS ON THE LEVEL OF COMPLEXITY OF THE SPECIFIC DT. THE AIM OF THE STUDY IS TO PROVIDE A METHODOLOGY TO ASSESS CURRENT APPLICATION OF DT TECHNOLOGIES; THE FRAMEWORK HAS BEEN DEVELOPED IN THE SAFETY DOMAIN AIMING TO POINT OUT TO RESEARCHERS AS WELL AS TECHNICIANS IN A CLEAR WAY THE CAPABILITIES OF A SPECIFIC DT APPLICATION. THE FRAMEWORK HAS BEEN ADOPTED FOR ANALYZING CURRENT APPLICATIONS OF DT IN THE SCIENTIFIC LITERATURE AIMING TO PROPOSE A THEORETICAL VALIDATION. THE APPLICATION HAS OUTLINED THAT, ALTHOUGH THE NUMBER OF DT APPLICATIONS IN THE SAFETY FIELD IS NOT SO LARGE, THE CURRENT TOOLS DEVELOPED ARE CHARACTERIZED BY A HIGH LEVEL OF COMPLEXITY THUS PROVIDING HIGHER RELIABILITY TO SUPPORT THE SPECIFIC SAFETY PROBLEM IN ANALYSIS. FURTHER DEVELOPMENTS WILL BE ORIENTED TOWARDS DEVELOPING A QUANTITATIVE ASSESSMENT FRAMEWORK TO INTEGRATE THE PROPOSED TOOL. © 2021 ELSEVIER LTD",A CLASSIFICATION PROPOSAL OF DIGITALTWIN APPLICATIONS IN THE SAFETY DOMAIN
"IN THIS WORK, WE PRESENT A CLOUD-BASED DIGITALTWIN FOR MONITORING OF A CLAMPING TECHNOLOGY FOR MACHINING OF COMPOSITE PARTS. SUPPORTING LARGE AND/OR FREEFORM COMPOSITE PARTS IS CRUCIAL TO AVOID BENDING DURING DRILLING. BENDING OF THE PART WILL LEAD TO DELAMINATION AND FRAYED EDGES OF THE DRILLED HOLES. THE NEW ACTIVE CLAMPING TECHNOLOGY ALLOWS TO REALIZE A STABILIZED FIXTURE, LOCALIZED IN THE AREA WHERE THE DRILLING OCCURS, TO AVOID BENDING. THIS SIGNIFICANTLY IMPROVES QUALITY OF THE DRILLED HOLES. THE CLAMPING DEVICE IS EQUIPPED WITH AN IOT EDGE DEVICE, WITH A BIDIRECTIONAL COMMUNICATION TO THE CLOUD. THE CLOUD-BASED DIGITALTWIN ANALYSES THE QUALITY OF THE DRILLED HOLES BASED ON COMPUTER VISION, MONITORS THE DRILL WEAR AND DETECTS INCORRECT OPERATION OF THE ACTIVE CLAMPING DEVICE. ALL DATA IS STORED IN THE CLOUD TO GAIN NEW INSIGHTS IN THE OPERATION OF THE DRILL WITH ACTIVE CLAMPING DEVICE. THE FULL DEPLOYMENT OCCURS ON THE MICROSOFT AZURE CLOUD PLATFORM. THIS TRANSFORMS THE STANDARD MACHINE INTO AN INDUSTRYFOURTH COMPLIANT MACHINE. © 2022 THE AUTHORS. PUBLISHED BY ELSEVIER B.V.",A CLOUDBASED DIGITALTWIN FOR MONITORING OF AN ADAPTIVE CLAMPING MECHANISM USED FOR HIGH PERFORMANCE COMPOSITE MACHINING
"THE WORLDWIDE MANUFACTURING INDUSTRY IS FACING A WIDE RANGE OF CHANGES. EXAMPLES INCLUDE THE DIVERSIFICATION OF CUSTOMER DEMANDS, INCREASES IN LABOR COSTS AND ENERGY RESOURCE COSTS, ENVIRONMENTAL POLLUTION, AND GROWTH UNCERTAINTY. BASED ON THE EXPERIENCE OF ADVANCED COUNTRIES AND GLOBAL MANUFACTURERS, SMARTMANUFACTURING SYSTEMS (SMS) HAVE THE POTENTIAL TO ADDRESS THESE. SMS CAN CONNECT RAW MATERIALS, PRODUCTION SYSTEMS, LOGISTIC COMPANIES, AND MAINTENANCE SCHEDULES USING THE CAPABILITIES OF INDUSTRIAL, INTERNET OF THINGS (IOT). THESE CONNECTIONS ARE CREATING CYBER-PHYSICAL PRODUCTION SYSTEMS (CPPS) AND LINKING FUNCTIONS ACROSS THE ENTIRE PRODUCT LIFECYCLE. THESE CONNECTIONS ARE POSSIBLE TODAY BECAUSE OF THE ADVANCES IN DIGITAL MANUFACTURING (DM) TECHNOLOGIES THAT CAN FACILITATE FACTORY DESIGN, REDESIGN, AND ANALYSIS IN CPPS AND HELP TO CONTINUOUSLY AND EFFICIENTLY MANAGE FACTORY PERFORMANCE OPTIMIZATION. HOWEVER, IMPLEMENTING DM TODAY, ESPECIALLY IN SMES, IS DIFFICULT BECAUSE THE REQUIRED INTERFACE STANDARDS AND DATA SCHEMA DO NOT EXIST – UNLIKE OTHER TECHNOLOGIES AND SYSTEM SUCH AS CAD, PLM, MES, AND SCM. THIS PAPER DESCRIBES AN APPROACH TO DESIGN AND DEVELOP SUCH A DATA SCHEMA BASED ON A REFERENCE ACTIVITY MODEL DEVELOPED BY NIST. THE PAPER THEN DEVELOPS A CLOUD-BASED DM SYSTEM BASED ON THE DATA SCHEMA. LASTLY, ITS APPLICATION CASES ARE DESCRIBED, AND APPLICATION EFFECTS ARE DISCUSSED. © 2020 INFORMA UK LIMITED, TRADING AS TAYLOR & FRANCIS GROUP.",A CLOUDBASED DIGITALTWIN MANUFACTURING SYSTEM BASED ON AN INTEROPERABLE DATA SCHEMA FOR SMARTMANUFACTURING
"THIS PAPER PROPOSES A COGNITIVE DIGITALTWIN FRAMEWORK FOR SMARTMANUFACTURING, AND ESPECIALLY FOR HUMAN-ROBOT-COLLABORATION CASES. THE PROPOSED FRAMEWORK COMPRISES THREE LAYERS (FIELD, EDGE, AND CLOUD LAYERS) BASED ON THE 5G COMMUNICATION NETWORK. IN THE FIELD LAYER, THE PHYSICAL TWIN'S DATA FROM THE PHYSICAL MACHINE AND HUMAN OPERATORS ARE TRANSMITTED THROUGH THE EDGE LAYER AND THEN TO THE CLOUD LAYER TO VIRTUALIZE THE DIGITALTWIN. THE CLOUD LAYER GENERATES INFERENCE MODEL GENERATION BY DEEP LEARNING TRAINING AND UPDATES THE INFERENCE MODEL IN THE EDGE LAYER TO MAKE THE FIELD'S MACHINE SMART. ESPECIALLY, HUMAN OPERATORS' MODELS ARE BUILT BASED ON THE MULTIMODAL FUSION IN THE CLOUD LAYER FOR COGNITIVE FUNCTION. ALSO, EDGE-CLOUD COLLABORATIVE COMPUTING IS PRESENTED TO IMPLEMENT THE PROPOSED FRAMEWORK. FINALLY, THE STUDY IS VALIDATED WITH A HUMAN-ROBOT-COLLABORATION CASE INVOLVING 5G EDGE COMPUTING. © 2022 THE AUTHORS. PUBLISHED BY ELSEVIER B.V.",A COGNITIVE DIGITALTWINS FRAMEWORK FOR HUMANROBOT COLLABORATION
"TRAINING OF WORKSHOP OPERATORS AND MAINTENANCE OF INDUSTRIAL MACHINERY IS A MAJOR EXPENSE IN LARGE COMPANIES, SINCE THE LACK OF THIS PROCESS OR ITS POOR EXECUTION INCREASE THE COST AND RISKS ASSOCIATED WITH THE OPERATION AND HANDLING OF SENSITIVE AND/OR HAZARDOUS MACHINERY. AUGMENTED REALITY (AR), SPECIFICALLY INDUSTRIAL AUGMENTED REALITY (IAR), CAN BE USEFUL IN SUCH A CONTEXT, SINCE IT IS A KEY TECHNOLOGY IN THE INDUSTRYFOURTH PARADIGM THAT CAN ENHANCE WORKER PERFORMANCE, REDUCE RISKS AND IMPROVE PRODUCTION PROCESSES. THIS ARTICLE PROPOSES AN IAR DIGITALTWIN SYSTEM THAT PROVIDES A DYNAMIC WAY FOR INDUSTRIAL COMPANIES TO PERFORM OPERATOR TRAINING WITH A FULL-SIZE MODEL OF THE REAL EQUIPMENT AND TO CARRY OUT A STEP-BY-STEP IN-SITU GUIDANCE BY ADDING CONTEXTUAL INFORMATION AND ALERTS SO THAT MAINTENANCE PROCESSES ARE PERFORMED MORE SAFELY AND EFFICIENTLY EVEN BY OPERATORS WITH A LOW LEVEL OF TRAINING. THE PROPOSED SYSTEM ALSO ALLOWS SEVERAL USERS TO USE DEVICES SIMULTANEOUSLY, PROVIDING A NEW WAY OF COLLABORATIVE INTERACTION, THUS FACILITATING COMMUNICATIONS AND AWARENESS OF THE ENVIRONMENT. IN ADDITION, AN INDUSTRIAL INTERNET OF THINGS (IIOT) SYSTEM WAS SUCCESSFULLY INTEGRATED WITH THE DEVELOPED SYSTEM, ENABLING REAL-TIME INTERACTION WITH THE ENVIRONMENT. SINCE ONE OF THE AIMS OF THE DEVELOPED SYSTEM WAS TO PROVIDE A SMOOTH USER EXPERIENCE, PERFORMANCE TESTS WERE CARRIED OUT WITH SEVERAL SIMULTANEOUS USERS BY MEASURING THEIR RESPONSE LATENCY AS THE NUMBER OF CONNECTED USERS INCREASED. AS A RESULT, IT HAS BEEN IDENTIFIED THE IAR LAYER OF THE PROPOSED ARCHITECTURE AS THE BOTTLENECK OF THE SYSTEM, AS IT HAS TO DEAL WITH RENDERING DELAYS. © 2022, ICST INSTITUTE FOR COMPUTER SCIENCES, SOCIAL INFORMATICS AND TELECOMMUNICATIONS ENGINEERING.",A COLLABORATIVE INDUSTRIAL AUGMENTED REALITY DIGITALTWIN DEVELOPING THEFUTURE OFSHIPYARD 40
"AS THE MAIN CONCEPT, THE DIGITALTWIN (DT) SHOWS ITS POTENTIAL NOT ONLY IN INDUSTRYFOURTH BUT ALSO IN OTHER AREAS. ONE OF THE KEYS THAT DECIDE THE FUTURE OF DT BEEN KNOWN AS ITS MODEL TECHNOLOGY. THROUGH MODELS CAN INTEGRATE FEATURES, BEHAVIORS, AND PROPERTIES OF DT ARTIFACTS WITH EFFICIENCY, REUSABILITY, AND INTEROPERABILITY, IN ORDER TO BUILD A COMPLETE MAPPING BETWEEN THE PHYSICAL WORLD AND DIGITAL WORLD, AFTER THAT REALIZE THE IDEAL DT. THIS PAPER AIMS AT COMPARING AND ANALYZING THE DT MODELS IN THE SCIENTIFIC LITERATURE, RETRACING THEM FROM THE INITIAL ONE TO THE MODELS IN MOST RECENT RESEARCHES. THUS, THIS STUDY ALSO EMPHASIZES SEVERAL PRINCIPLES OF THE DT MODEL TECHNOLOGY THAT IS RELATED TO FUTURE WORK. © 2019 AUTHOR(S).",A COMPARATIVE STUDY ON DIGITALTWIN MODELS
"AS AN EMERGING TECHNOLOGY IN THE ERA OF INDUSTRYFOURTH, DIGITALTWIN IS GAINING UNPRECEDENTED ATTENTION BECAUSE OF ITS PROMISE TO FURTHER OPTIMIZE PROCESS DESIGN, QUALITY CONTROL, HEALTH MONITORING, DECISION AND POLICY MAKING, AND MORE, BY COMPREHENSIVELY MODELING THE PHYSICAL WORLD AS A GROUP OF INTERCONNECTED DIGITAL MODELS. IN A TWO-PART SERIES OF PAPERS, WE EXAMINE THE FUNDAMENTAL ROLE OF DIFFERENT MODELING TECHNIQUES, TWINNING ENABLING TECHNOLOGIES, AND UNCERTAINTY QUANTIFICATION AND OPTIMIZATION METHODS COMMONLY USED IN DIGITALTWINS. THIS FIRST PAPER PRESENTS A THOROUGH LITERATURE REVIEW OF DIGITALTWIN TRENDS ACROSS MANY DISCIPLINES CURRENTLY PURSUING THIS AREA OF RESEARCH. THEN, DIGITALTWIN MODELING AND TWINNING ENABLING TECHNOLOGIES ARE FURTHER ANALYZED BY CLASSIFYING THEM INTO TWO MAIN CATEGORIES: PHYSICAL-TO-VIRTUAL, AND VIRTUAL-TO-PHYSICAL, BASED ON THE DIRECTION IN WHICH DATA FLOWS. FINALLY, THIS PAPER PROVIDES PERSPECTIVES ON THE TRAJECTORY OF DIGITALTWIN TECHNOLOGY OVER THE NEXT DECADE, AND INTRODUCES A FEW EMERGING AREAS OF RESEARCH WHICH WILL LIKELY BE OF GREAT USE IN FUTURE DIGITALTWIN RESEARCH. IN PART TWO OF THIS REVIEW, THE ROLE OF UNCERTAINTY QUANTIFICATION AND OPTIMIZATION ARE DISCUSSED, A BATTERY DIGITALTWIN IS DEMONSTRATED, AND MORE PERSPECTIVES ON THE FUTURE OF DIGITALTWIN ARE SHARED. CODE AND PREPROCESSED DATA FOR GENERATING ALL THE RESULTS AND FIGURES PRESENTED IN THE BATTERY DIGITALTWIN CASE STUDY IN PART 2 OF THIS REVIEW ARE AVAILABLE ON GITHUB.",A COMPREHENSIVE REVIEW OF DIGITALTWIN PART 1 MODELING AND TWINNING ENABLING TECHNOLOGIES
"AS AN EMERGING TECHNOLOGY IN THE ERA OF INDUSTRYFOURTH, DIGITALTWIN IS GAINING UNPRECEDENTED ATTENTION BECAUSE OF ITS PROMISE TO FURTHER OPTIMIZE PROCESS DESIGN, QUALITY CONTROL, HEALTH MONITORING, DECISION AND POLICY MAKING, AND MORE, BY COMPREHENSIVELY MODELING THE PHYSICAL WORLD AS A GROUP OF INTERCONNECTED DIGITAL MODELS. IN A TWO-PART SERIES OF PAPERS, WE EXAMINE THE FUNDAMENTAL ROLE OF DIFFERENT MODELING TECHNIQUES, TWINNING ENABLING TECHNOLOGIES, AND UNCERTAINTY QUANTIFICATION AND OPTIMIZATION METHODS COMMONLY USED IN DIGITALTWINS. THIS FIRST PAPER PRESENTS A THOROUGH LITERATURE REVIEW OF DIGITALTWIN TRENDS ACROSS MANY DISCIPLINES CURRENTLY PURSUING THIS AREA OF RESEARCH. THEN, DIGITALTWIN MODELING AND TWINNING ENABLING TECHNOLOGIES ARE FURTHER ANALYZED BY CLASSIFYING THEM INTO TWO MAIN CATEGORIES: PHYSICAL-TO-VIRTUAL, AND VIRTUAL-TO-PHYSICAL, BASED ON THE DIRECTION IN WHICH DATA FLOWS. FINALLY, THIS PAPER PROVIDES PERSPECTIVES ON THE TRAJECTORY OF DIGITALTWIN TECHNOLOGY OVER THE NEXT DECADE, AND INTRODUCES A FEW EMERGING AREAS OF RESEARCH WHICH WILL LIKELY BE OF GREAT USE IN FUTURE DIGITALTWIN RESEARCH. IN PART TWO OF THIS REVIEW, THE ROLE OF UNCERTAINTY QUANTIFICATION AND OPTIMIZATION ARE DISCUSSED, A BATTERY DIGITALTWIN IS DEMONSTRATED, AND MORE PERSPECTIVES ON THE FUTURE OF DIGITALTWIN ARE SHARED. CODE AND PREPROCESSED DATA FOR GENERATING ALL THE RESULTS AND FIGURES PRESENTED IN THE BATTERY DIGITALTWIN CASE STUDY IN PART 2 OF THIS REVIEW ARE AVAILABLE ON GITHUB. © 2022, THE AUTHOR(S), UNDER EXCLUSIVE LICENCE TO SPRINGER-VERLAG GMBH GERMANY, PART OF SPRINGER NATURE.",A COMPREHENSIVE REVIEW OF DIGITALTWINPART 1 MODELING AND TWINNING ENABLING TECHNOLOGIES
"AS AN EMERGING TECHNOLOGY IN THE ERA OF INDUSTRYFOURTH, DIGITALTWIN IS GAINING UNPRECEDENTED ATTENTION BECAUSE OF ITS PROMISE TO FURTHER OPTIMIZE PROCESS DESIGN, QUALITY CONTROL, HEALTH MONITORING, DECISION- AND POLICY-MAKING, AND MORE, BY COMPREHENSIVELY MODELING THE PHYSICAL WORLD AS A GROUP OF INTERCONNECTED DIGITAL MODELS. IN A TWO-PART SERIES OF PAPERS, WE EXAMINE THE FUNDAMENTAL ROLE OF DIFFERENT MODELING TECHNIQUES, TWINNING ENABLING TECHNOLOGIES, AND UNCERTAINTY QUANTIFICATION AND OPTIMIZATION METHODS COMMONLY USED IN DIGITALTWINS. THIS SECOND PAPER PRESENTS A LITERATURE REVIEW OF KEY ENABLING TECHNOLOGIES OF DIGITALTWINS, WITH AN EMPHASIS ON UNCERTAINTY QUANTIFICATION, OPTIMIZATION METHODS, OPEN-SOURCE DATASETS AND TOOLS, MAJOR FINDINGS, CHALLENGES, AND FUTURE DIRECTIONS. DISCUSSIONS FOCUS ON CURRENT METHODS OF UNCERTAINTY QUANTIFICATION AND OPTIMIZATION AND HOW THEY ARE APPLIED IN DIFFERENT DIMENSIONS OF A DIGITALTWIN. ADDITIONALLY, THIS PAPER PRESENTS A CASE STUDY WHERE A BATTERY DIGITALTWIN IS CONSTRUCTED AND TESTED TO ILLUSTRATE SOME OF THE MODELING AND TWINNING METHODS REVIEWED IN THIS TWO-PART REVIEW. CODE AND PREPROCESSED DATA FOR GENERATING ALL THE RESULTS AND FIGURES PRESENTED IN THE CASE STUDY ARE AVAILABLE ON GITHUB. © 2022, THE AUTHOR(S), UNDER EXCLUSIVE LICENCE TO SPRINGER-VERLAG GMBH GERMANY, PART OF SPRINGER NATURE.",A COMPREHENSIVE REVIEW OF DIGITALTWINPART 2 ROLES OF UNCERTAINTY QUANTIFICATION AND OPTIMIZATION A BATTERY DIGITALTWIN AND PERSPECTIVES
"VARIANT RICH PRODUCTION OF INDIVIDUALIZED PRODUCTS AND CUSTOMER SOLUTIONS RESULTS IN NEW CHALLENGES FOR ALL INVOLVED INDUSTRIAL INFORMATION SYSTEMS IN A PRODUCING COMPANY. TO KEEP PACE WITH THE NEW REQUIREMENTS OF A VOLATILE FUTURE MARKET AND TO EXPLOIT BENEFITS OF FLEXIBLE DIGITAL PRODUCTION ENVIRONMENTS, IT IS CRUCIAL TO ADAPT INTEGRATION CONCEPTS OF INDUSTRYFOURTH, E.G. ENHANCE INFORMATION EXCHANGEABILITY BY IMPROVING INTERCONNECTIVITY BETWEEN SOFTWARE SOLUTIONS, UTILIZE ALL SOURCES OF DATA FROM A PRODUCTS PRODUCTION AND USE PHASE, AND MAINTAINING AN UP-TO-DATE DIGITALTWIN OF THE PRODUCT AND PRODUCTION ASSETS. THIS PAPER PRESENTS AN INTEGRATION CONCEPT FOR THE INTERACTION BETWEEN PRODUCT DATA MANAGEMENT (PDM) SYSTEMS, MANUFACTURING EXECUTION SYSTEMS (MES) AND SHOP FLOOR LEVEL CLIENT SYSTEMS. IT ADDRESSES THE GAP OF INFORMATION FLOW BETWEEN THE DIFFERENT INVOLVED KEY SOFTWARE TOOLS IN A TWOFOLD MANNER. ON THE ONE HAND SIDE, SPECIFIC INFORMATION GAINED FROM PRODUCTION AND USE PHASE DATA OF PRODUCTS HAVE TO BE LOOPED BACK TO THE PDM SYSTEM. THIS SETS THE FOUNDATION FOR A BETTER UNDERSTANDING OF PRODUCTION PLANNING AND EXECUTION AS WELL AS USE PHASE ISSUES RELATED TO THE ENGINEERING PHASE WHERE PROBLEMS HAVE TO BE ADDRESSED FOR CONTINUOUS PRODUCT IMPROVEMENT. ON THE OTHER HAND, A DIRECT INFORMATION FLOW FROM PDM TO MES AND SHOP FLOOR CLIENTS IS DEFINED TO ENABLE FORWARDING OF CURRENT VARIANT PRODUCT INSTANCE INFORMATION. TO EVALUATE THE PRACTICAL APPLICABILITY AND ADDITIONAL VALUE OF THE DEVELOPED INTEGRATION CONCEPT, A CASE STUDY WITH AN INDUSTRY PARTNER IS CONDUCTED. © 2019, IFIP INTERNATIONAL FEDERATION FOR INFORMATION PROCESSING.",A CONCEPT TO INTEGRATE MANUFACTURING EXECUTION AND PRODUCT DATA MANAGEMENT SYSTEMS
"THE TECHNOLOGICAL FOUNDATION OF SMARTMANUFACTURING CONSISTS OF CYBER-PHYSICAL SYSTEMS AND THE INTERNET-OF-THINGS (IOT). EACH IOT DEVICE IN A SMART FACTORY CAN BE COUPLED WITH A DIGITALTWIN, THAT IS, A DYNAMIC VIRTUAL REPRESENTATION OF THE PHYSICAL SYSTEM ACROSS ITS LIFE-CYCLE USING REAL-TIME SENSOR DATA. CURRENTLY, THE MANUFACTURING PROCESS ITSELF, THE INVOLVED DEVICES, AND HOW THEY INTERACT, IS DESIGNED BY HUMAN EXPERTS IN A TRADITIONAL WAY. WE ENVISION AN ARCHITECTURE WHERE HUMANS CAN INSTEAD SPECIFY A GOAL AND TAKE ADVANTAGE OF TECHNOLOGIES SUCH AS DIGITALTWINS TO AUTOMATICALLY COMPOSE THE CORRESPONDING PHYSICAL PROCESSES, SHARING SOME ANALOGIES WITH THE NOTION OF WEB SERVICE COMPOSITION. © 2019 IEEE.",A CONCEPTUAL ARCHITECTURE AND MODEL FOR SMARTMANUFACTURING RELYING ON SERVICEBASED DIGITALTWINS
"WITH RAPID TECHNOLOGY ADVANCEMENTS AND IMPACTS OF DIGITAL TRANSFORMATION TECHNOLOGIES, THERE HAVE BEEN A LOT OF EFFORTS IN RECENT YEARS AT THE GLOBAL AND NATIONAL SCOPE TO DEVELOP TECHNOLOGY ECO-SYSTEMS MOVING TOWARD INDUSTRYFOURTH. THERE HAS ALSO BEEN A GROWING NUMBER OF STUDIES ABOUT OPTIMIZATION OF PROCESS PARAMETERS BASED ON AI, IOT AND BIGDATA ANALYTICS, INCLUDING CNC MACHINING, ADDITIVE MANUFACTURING, AS WELL AS INDUSTRIAL WELDING WITH ROBOTS, FOR DEVELOPMENT OF SMARTMANUFACTURING (SM), WHICH IS ONE OF THE KEY ELEMENTS OF INDUSTRYFOURTH. HOWEVER, THERE ARE CHALLENGES TO FULLY DEVELOP AND APPLY IN INDUSTRIAL PRACTICES THE IDEAL SM MODELS IN THE NEXT 5 TO 10 YEARS. IT IS NECESSARY TO DEVELOP THE COST-EFFECTIVE SM MODELS THAT ARE EASY TO UNDERSTAND WITH A HIGH LEVEL OF APPLICABILITY IN PRACTICE AND ADOPTABILITY FOR SMES. IN THIS PAPER, A CONCEPTUAL DIGITALTWIN IS PROPOSED, WITH THE FOCUS ON COST-EFFECTIVE DESIGN AND DEVELOPMENT OF A WELDING ROBOTIC SYSTEM FOR SMARTMANUFACTURING. © THE AUTHOR(S), UNDER EXCLUSIVE LICENSE TO SPRINGER NATURE SWITZERLAND AG 2021.",A CONCEPTUAL DIGITALTWIN FOR COSTEFFECTIVE DEVELOPMENT OF A WELDING ROBOTIC SYSTEM FOR SMARTMANUFACTURING
